"Collection.code"	"Collected.by"	"DateCollected.Start."	"Locality.Name"	"District"	"State.Prov"	"Country"	"LocLatitude"	"LocLongitude"	"X.Species.Genus"	"Species.groups"	"SpeciesName"
"NMH000407"	"N. Macías"	"2/6/2005"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000408"	"N. Macías"	"2/6/2005"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000409"	"N. Macías"	"2/6/2005"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000425"	"N. Macías"	"2/7/2005"	"Valle de Fenauco. Los Lomos"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.93287	-13.77366	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000426"	"N. Macías"	"2/7/2005"	"Valle de Fenauco. Los Lomos"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.93287	-13.77366	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000428"	"N. Macías"	"2/3/2005"	"Caldera de Montaña Lobos"	"Alegranza"	"Lanzarote"	"Canary Islands"	29.39392	-13.50194	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000436"	"N. Txasko"	"2/7/2005"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000437"	"N. Txasko"	"2/7/2005"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000438"	"N. Txasko"	"2/7/2005"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000439"	"N. Txasko"	"2/7/2005"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000464"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000465"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000466"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000467"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000468"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000469"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000470"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000471"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000472"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000473"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000474"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000475"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000476"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000477"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000478"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000479"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000480"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000481"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000482"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000483"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000484"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000485"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000486"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000509"	"N. Macías"	"2/3/2005"	"Caldera de Montaña Lobos"	"Alegranza"	"Lanzarote"	"Canary Islands"	29.39392	-13.50194	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000510"	"N. Macías"	"2/3/2005"	"Caldera de Montaña Lobos"	"Alegranza"	"Lanzarote"	"Canary Islands"	29.39392	-13.50194	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000511"	"N. Macías"	"2/3/2005"	"Caldera de Montaña Lobos"	"Alegranza"	"Lanzarote"	"Canary Islands"	29.39392	-13.50194	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000549"	"N. Txasko"	"2/7/2005"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000553"	"GIET"	"12/6/2004"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000554"	"GIET"	"12/6/2004"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000557"	"N. Macías"	"2/6/2005"	"Montaña Blanca"	"Tías"	"Lanzarote"	"Canary Islands"	28.980257	-13.638351	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000560"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000561"	"M. Arnedo & N. Macías"	"2/6/2005"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000578"	"H. López"	"3/27/2004"	"Barranco Hondo del Valle"	"Haría"	"Lanzarote"	"Canary Islands"	29.1408	-13.4832	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000580"	"N. Macías"	"11/29/2004"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000585"	"N. Macías"	"3/28/2004"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000586"	"N. Macías"	"3/28/2004"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000587"	"N. Txasko"	"2/7/2005"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000588"	"N. Txasko"	"2/7/2005"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000589"	"N. Txasko"	"2/7/2005"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000590"	"N. Txasko"	"2/7/2005"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH000600"	"N. Macías"	""	"Meseta de Concheta. La Caldera"	"Alegranza"	"Lanzarote"	"Canary Islands"	29.39959	-13.52657	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001298"	"H. López & H. Morales"	"1/13/2007"	"Valle de Haría"	"Haría"	"Lanzarote"	"Canary Islands"	29.152247	-13.502376	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001977"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001978"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001979"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001980"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001981"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001982"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001984"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001985"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001986"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001987"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001988"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001989"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001990"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001991"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001992"	"N. Macías & I. Calderón"	"4/12/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001999"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002000"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002001"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002002"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002003"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002004"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002005"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002006"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002007"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002008"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002009"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002010"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002011"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002012"	"N. Macías & I. Calderón"	"4/13/2012"	"Cabecera Barranco Elvira Sánchez"	"Haría"	"Lanzarote"	"Canary Islands"	29.130724	-13.516903	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002013"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002014"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002015"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002016"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002017"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002018"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002019"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002020"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002021"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002022"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002023"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002024"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002025"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002026"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002027"	"N. Macías & I. Calderón"	"4/13/2012"	"Valle de Malpaso"	"Haría"	"Lanzarote"	"Canary Islands"	29.135308	-13.507113	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002189"	"N. Macías"	"4/1/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002191"	"N. Macías"	"4/1/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH002192"	"N. Macías"	"4/1/2012"	"Montaña Tinache"	"Tinajo"	"Lanzarote"	"Canary Islands"	29.05185	-13.66985	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2818"	"P. Oromí"	"4/24/1994"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.298865	-13.535305	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2857"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Famara Mountains"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2860"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Famara Mountains"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2861"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Famara Mountains"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2862"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Famara Mountains"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2863"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Famara Mountains"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2866"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Famara Mountains"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2867"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2868"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Atalaya de Femés. Los Ajaches"	"Yaiza"	"Lanzarote"	"Canary Islands"	28.91952	-13.7637	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2872"	"Arnedo, Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2873"	"Arnedo Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.298865	-13.535305	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2874"	"Arnedo Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.298865	-13.535305	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2876"	"Arnedo Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.298865	-13.535305	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2878"	"Arnedo Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.298865	-13.535305	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2879"	"Arnedo Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.298865	-13.535305	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2880"	"Arnedo Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.298865	-13.535305	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2888"	"Arnedo Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Claara"	"Lanzarote"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2889"	"Arnedo Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Claara"	"Lanzarote"	"Canary Islands"	29.29886	-13.5353	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB2936"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Famara Mountains"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB4072_Freezer"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Famara Mountains"	"Haría"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB4075_Freezer"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Mirador del Río"	"Haria"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB4077_Freezer"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Mirador del Río"	"Haria"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB4082_Freezer"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Mirador del Río"	"Haria"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB4084_Freezer"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Mirador del Río"	"Haria"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB4085_Freezer"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Mirador del Río"	"Haria"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB4087_Freezer"	"Arnedo Ribera & Oromí"	"2/22/1995"	"Mirador del Río"	"Haria"	"Lanzarote"	"Canary Islands"	29.211204	-13.484156	"Dysdera"	"Eastern Canarian"	"nesiotes"
"UB4095_Freezer"	"Arnedo Ribera & Oromí"	"2/23/1995"	"Caldera. Mña. Clara"	"Montaña Clara"	"Montaña Clara"	"Canary Islands"	29.298865	-13.535305	"Dysdera"	"Eastern Canarian"	"nesiotes"
"NMH001486"	""	"28/12/2008"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
"NMH001487"	""	"28/12/2008"	"Barranco del Draguillo"	"Ingenio"	"Gran Canaria"	"Canary Islands"	27.941568	-15.429992	"Dysdera"	"Western Canarian"	"herii"
